customer_id,first_name,last_name,email,phone,city,signup_date,loyalty_points
330,Shawn,King,samuelcarter@example.org,4177465327,Dallas,07/12/2025,3606 pts
331,ISABEL,ROSALES,hayden25@example.net,(405) 454-6532,Houston,14-08-2025,3628 pts
332,richard,wilson,mstephenson@example.org,,HOUSTON,15-06-2026,2371 pts
333,Erica,Madden,qmontgomery@example.org,(752) 058-8476,Austin,2024-01-07,4949 pts
334,GABRIEL,ALVARADO,pricemaria@example.net,(358) 918-1628,DALLAS,12-10-2025,4421
335,MEGAN,CHAVEZ,aimeearcher@example.net,585-837-4214,San Antonio,02/04/2026,4730
336,KATHRYN,OLIVER,cassandra55@example.net,448.350.3142,Dallas,29-08-2025,1282
337,ZACHARY,VELASQUEZ,,+19741557755,DALLAS,03/03/2025,3644
338,Steven,Swanson,chavezandre@example.net,(418) 184-9241,Houston,2025-01-30,4652 pts
339,kara,burns,brendamurphy@example.net,024.850.4811,Austin,2024-10-31,1020
340,Elizabeth,Wood,,,San Antonio,20-03-2025,
341,BRANDY,KNOX,parkervickie@example.net,8638210910,San Antonio,2023-09-12,2899 pts
342,rhonda,johnson,escobarmicheal@example.net,+13961937346,SAN ANTONIO,11/29/2023,3204 pts
343,ryan,houston,,,SAN ANTONIO,07/29/2025,2901
344,Brian,Wallace,morganconrad@example.com,5783193079,dallas,19-08-2024,344
345,HANNAH,MCDANIEL,,,Houston,20-07-2024,2919
346,CHARLES,BROWN,mary69@example.net,,HOUSTON,05-12-2025,2582 pts
347,curtis,turner,williamssteven@example.org,(109) 517-9815,DALLAS,18-11-2024,
348,Willie,Parker,samantha41@example.net,,SAN ANTONIO,12/04/2024,577 pts
349,Brittany,Schneider,,2046521763,austin,08/13/2025,1757
350,paula,sanchez,sarahmccarthy@example.org,840.427.4871,austin,12/31/2025,4359 pts
351,mary,reed,kathryn89@example.org,(576) 828-3000,dallas,26-02-2024,3830
352,JEFFREY,WILSON,sarajennings@example.com,,AUSTIN,13-12-2024,
353,edward,diaz,,+16869166579,Dallas,2024-11-26,
354,TAYLOR,RIVERA,allison83@example.net,,Houston,12/05/2023,2763
355,JAMES,MIRANDA,chadellis@example.com,(532) 511-1794,HOUSTON,25-04-2024,1104
356,william,wilson,,031.982.5885,SAN ANTONIO,2025-06-09,
357,Tina,Ramos,samuel90@example.com,1631617538,AUSTIN,2025-12-08,481
358,Mary,James,zbarnes@example.net,898.913.2901,AUSTIN,18-11-2023,4107
359,CRAIG,MURPHY,brewersherry@example.net,3665263977,DALLAS,2024-12-11,147
360,JOHN,SIMPSON,lromero@example.org,489-893-4156,DALLAS,06/20/2026,
361,renee,sanchez,pjones@example.com,(800) 816-0251,SAN ANTONIO,2025-12-28,2143
362,kevin,jackson,,,SAN ANTONIO,06-07-2024,2684
363,KRISTEN,PHILLIPS,,(015) 931-3202,HOUSTON,02/16/2025,2352
364,Donald,Brown,lauren93@example.net,,SAN ANTONIO,04/06/2025,2296
365,RACHEL,AGUILAR,barrywilson@example.net,(356) 019-3358,HOUSTON,10-04-2026,1300 pts
366,matthew,thomas,douglasstewart@example.org,,austin,10-10-2024,1222 pts
367,dustin,williams,samanthacampbell@example.net,+13560797473,Houston,26-12-2024,4723
368,amy,cruz,garzawesley@example.org,,dallas,19-04-2025,1535 pts
369,robert,pearson,cjones@example.com,+12347743410,Dallas,18-04-2024,4073
370,andrew,smith,katherine09@example.com,6345405197,DALLAS,2026-04-28,4603 pts
371,CHRISTOPHER,RYAN,annramirez@example.net,,Austin,2025-07-13,1119
372,erin,johnston,cnielsen@example.com,175.336.7255,dallas,04-06-2025,
373,SUZANNE,BATES,krodriguez@example.net,562-798-7108,Houston,07/28/2025,2168
374,Brett,Roberts,clarkjoseph@example.com,+12160463534,Dallas,07/22/2023,4244
375,CHRISTOPHER,REYNOLDS,anthonyaustin@example.net,(170) 388-5065,austin,2023-10-21,1410
376,JOYCE,OLSON,jenniferanderson@example.org,706.891.1561,SAN ANTONIO,01/25/2024,2540
377,RYAN,MARSHALL,sherryrusso@example.com,971.009.2080,HOUSTON,17-08-2025,
378,JENNIFER,ABBOTT,mauricemoore@example.org,354.142.1552,AUSTIN,2026-01-12,
379,Amanda,Jackson,psanders@example.org,318.806.0681,SAN ANTONIO,08/18/2024,2053
380,Cody,Lucas,millergeorge@example.net,5963321509,Austin,2024-07-29,
381,ANGELA,ALLEN,nhowell@example.org,2820779487,Houston,04-12-2025,562
382,HENRY,LOPEZ,larsonheidi@example.net,,HOUSTON,2023-08-28,
383,stephanie,welch,santoskelly@example.com,(013) 786-6724,austin,01/17/2026,
384,JONATHAN,FRAZIER,iperez@example.com,,Austin,15-07-2024,3616
385,MICHAEL,PEARSON,adrianafrench@example.com,,DALLAS,11/18/2023,
386,darius,dickerson,reginald92@example.net,+16520941123,Dallas,02/01/2024,2145
387,RACHEL,ALLEN,cindy09@example.net,511-229-7392,Houston,2023-07-04,4479
388,SAMANTHA,MEDINA,hmclaughlin@example.org,,DALLAS,31-03-2026,4142
389,michael,hoffman,whitney11@example.org,398.970.4918,dallas,09/22/2023,1461
390,Crystal,Young,kthompson@example.com,5298726854,austin,11/21/2023,2484
391,gregory,gonzalez,theresawilkins@example.com,+16041251084,San Antonio,16-12-2024,360 pts
392,bobby,robertson,isolis@example.org,,dallas,2023-08-03,9
393,LORI,BISHOP,melinda37@example.com,008-959-4181,Houston,15-07-2023,1875 pts
394,Whitney,Reed,,580.637.6834,austin,2023-12-03,2720 pts
395,MARIE,RYAN,villarrealtracie@example.net,052.097.5561,AUSTIN,12/28/2023,1811
396,gary,salinas,jhart@example.net,+13178212441,HOUSTON,05/13/2024,1228 pts
397,suzanne,clark,klewis@example.net,+15897693634,dallas,2025-07-02,
398,PAUL,BUSH,zmathews@example.org,5707774835,DALLAS,02/25/2026,3964 pts
399,TAMMY,MORAN,,2373729546,Houston,03/14/2024,1134 pts
400,BENJAMIN,HERRERA,hopkinsmichael@example.net,429.511.2614,Austin,2026-03-11,3977
401,sean,white,vmaddox@example.net,,AUSTIN,22-12-2025,1047
402,Aimee,Walker,rbishop@example.net,,Houston,27-11-2024,212 pts
403,james,casey,michelle67@example.net,289-441-1625,SAN ANTONIO,01-06-2024,
404,William,Williams,jose87@example.com,752.482.8210,austin,08/30/2024,4087
405,MARK,SANTIAGO,sethgonzalez@example.org,(849) 848-9632,Dallas,17-12-2025,843
406,Jeremy,Dean,donaldhensley@example.org,(831) 847-7373,DALLAS,11/16/2025,987
407,brooke,soto,travis84@example.net,278-882-9266,Houston,22-04-2024,570
408,Stephanie,Frazier,vharrington@example.org,6760528566,SAN ANTONIO,2024-04-17,2803
409,Andrew,Martinez,mary94@example.net,,Austin,05-10-2025,658
410,tammy,martinez,tammypierce@example.com,0168004209,Houston,25-06-2024,3865 pts
411,THOMAS,WALKER,vargasstephanie@example.net,+17733739117,AUSTIN,2024-12-22,330
412,briana,lewis,lindamorris@example.net,823.139.6123,AUSTIN,10/17/2023,4682
413,brittany,barnett,halvarez@example.net,5078922475,AUSTIN,07/27/2024,4006
414,william,lee,michael21@example.net,+13903284999,HOUSTON,10/07/2024,3919
415,Megan,Allen,stephenharris@example.com,580-822-9764,SAN ANTONIO,07/06/2025,467 pts
416,Jason,Hernandez,pweaver@example.org,+13054218264,San Antonio,06/08/2024,60
417,MELISSA,WILLIAMS,sfernandez@example.net,(428) 532-8779,DALLAS,2024-02-13,3149
418,FRANCISCO,MILLER,melissaaustin@example.com,690.909.8120,HOUSTON,2023-12-31,
419,RALPH,MILLER,luis90@example.net,2314739960,Dallas,04/04/2024,3205
420,Mark,Walker,tstrong@example.org,533.821.9288,HOUSTON,2023-09-01,126 pts
421,Larry,Perez,jacobssavannah@example.com,,SAN ANTONIO,2024-08-01,684 pts
422,andrea,reyes,,066-484-9473,austin,2025-04-01,4114 pts
423,JEFFREY,ACOSTA,mckayjackson@example.net,,Austin,28-06-2024,4843
424,mary,mcguire,hallrussell@example.net,261.248.3623,San Antonio,2025-09-18,2325 pts
425,richard,owens,,070-829-6361,San Antonio,13-08-2024,
426,ANGELA,TORRES,tsullivan@example.com,681.012.6114,Houston,09-06-2025,1498 pts
427,erica,davis,,944-506-3528,Austin,11/03/2023,3412 pts
428,Carl,Graham,gjackson@example.org,568.931.0789,DALLAS,10/24/2023,
429,Bonnie,Wright,yguzman@example.net,(113) 784-5481,San Antonio,2023-07-22,
430,Christopher,Young,sophia98@example.net,9991634361,HOUSTON,09-10-2025,2665
431,MICHAEL,ADAMS,valenzuelasandra@example.net,544.833.8987,San Antonio,06/10/2024,1442
432,David,Butler,ejohnson@example.org,+14302179712,HOUSTON,01/17/2024,347
433,Mark,Jones,kelly39@example.net,402-136-5436,Dallas,07/31/2023,2954 pts
434,John,Vasquez,gomezrachel@example.net,415-454-0996,Dallas,29-08-2024,
435,DAKOTA,OLIVER,hollyhernandez@example.com,,austin,2025-03-23,2612
436,MARY,SOTO,hoffmantheresa@example.net,788.508.0127,DALLAS,03/06/2024,2654
437,JUDITH,REYNOLDS,brianhall@example.com,+14538150945,Austin,2026-06-24,4194
438,CAITLYN,PEREZ,erikaparker@example.net,+19387492235,AUSTIN,06/13/2026,2976
439,angel,patterson,reynoldschristopher@example.org,309-549-2640,Houston,2026-01-25,3137
440,Gabrielle,Franklin,christopherhenderson@example.com,8555523845,SAN ANTONIO,12/28/2024,3314
441,Robert,Ray,kimberly15@example.net,(008) 451-6731,AUSTIN,2025-07-19,1668
442,debra,gonzales,taylor72@example.net,(617) 273-0913,Dallas,2026-01-09,1872
443,TREVOR,MARTINEZ,theresacurry@example.net,(098) 221-6398,austin,14-11-2023,3998
444,Lisa,Snow,robert11@example.org,105.469.4099,Dallas,2025-07-18,1562
445,COLE,STONE,christinawright@example.net,5339620352,SAN ANTONIO,2024-01-24,3576 pts
446,MELANIE,ANDRADE,burtonsuzanne@example.org,,HOUSTON,2024-12-17,2238
447,LINDA,JONES,kiddtonya@example.net,4350525419,SAN ANTONIO,05/07/2026,728
448,carolyn,little,mjones@example.org,995.563.0502,AUSTIN,2026-02-24,4078 pts
449,Phillip,Hughes,igordon@example.org,925-978-5510,DALLAS,08/15/2025,1844
450,Jenna,Castillo,johnsonadrian@example.com,224-368-4192,Houston,11-06-2024,2710 pts
451,EMMA,COHEN,michellemiddleton@example.net,6038536020,San Antonio,2026-01-01,2330 pts
452,ROBERT,LARA,bradley17@example.net,+18150276115,San Antonio,10/31/2025,
453,CHRISTINA,ROTH,agreen@example.net,692-772-6604,austin,31-01-2026,1356
454,ELIZABETH,WATKINS,hoffmankari@example.net,,austin,06/07/2026,1728 pts
455,BRADLEY,LOPEZ,charleneolson@example.org,6505137007,SAN ANTONIO,2024-12-26,414
456,Sara,Henry,amysnyder@example.net,,AUSTIN,22-10-2023,1655 pts
457,Mary,Taylor,michael78@example.net,(984) 708-3900,San Antonio,20-02-2024,3543
458,ETHAN,BURNETT,ojenkins@example.net,,SAN ANTONIO,02/19/2024,105
459,KELLY,GONZALEZ,millsanthony@example.net,600-308-9002,Austin,2025-12-07,2723
460,SHAWN,JAMES,cookkevin@example.net,4810512341,AUSTIN,2024-03-14,1425 pts
461,tyler,lam,ohanson@example.net,448.452.0475,austin,2026-02-14,2789 pts
462,Darrell,Miller,john46@example.org,866-393-4631,Dallas,2025-12-20,1646
463,Eric,Wheeler,danamorgan@example.net,493.414.3703,austin,2024-06-25,2954
464,Jacqueline,Mercado,charles33@example.net,,Houston,12/27/2023,942 pts
465,Judith,Guzman,qsmith@example.com,(979) 400-1237,Austin,2024-09-03,1916
466,William,Kim,mreynolds@example.net,889.415.4933,DALLAS,13-12-2023,
467,JON,SANCHEZ,leesharon@example.com,527-928-6735,HOUSTON,2025-05-12,4330
468,mary,byrd,jjohnston@example.net,(696) 308-7163,Houston,23-12-2023,2673
469,john,campbell,,861-247-1858,HOUSTON,01/02/2024,1030
470,Stephen,Solomon,brownashley@example.com,508.216.5878,HOUSTON,29-04-2026,4297 pts
471,Rachel,Bradshaw,staceydavis@example.org,,SAN ANTONIO,2024-03-10,
472,SCOTT,EATON,abigailnorris@example.net,5198185069,HOUSTON,12-07-2023,4834 pts
473,Nathaniel,Harmon,ssosa@example.org,716.399.4571,SAN ANTONIO,2026-05-22,
474,john,nguyen,thompsoncrystal@example.net,427.165.6155,AUSTIN,2023-09-06,452
475,lorraine,morgan,devinhenry@example.net,228-846-9636,Dallas,10/02/2025,4524 pts
476,KARLA,DENNIS,kimberly70@example.org,(636) 750-4939,austin,11/27/2023,3428 pts
477,John,Ortiz,brianascott@example.net,301.105.4538,AUSTIN,2024-02-28,2247
478,Erica,Collins,whitneyamanda@example.com,+10224607592,San Antonio,2023-11-18,935 pts
479,CHASE,JOHNSON,mark67@example.com,880.141.2399,SAN ANTONIO,07-12-2025,
480,jake,preston,lewiswilliam@example.org,+13891075974,AUSTIN,26-09-2023,4341
481,MICHAEL,JACKSON,,453.039.2936,SAN ANTONIO,01/04/2024,1678
482,michael,anderson,elijahthompson@example.org,537.480.1334,austin,2024-12-03,173
483,RACHEL,EDWARDS,erice@example.com,(376) 560-4691,San Antonio,06-09-2025,2575
484,CHRISTOPHER,WALKER,carol59@example.com,175-560-6395,Dallas,09/09/2024,
485,heather,davis,lvillarreal@example.net,723.974.2397,SAN ANTONIO,15-01-2024,140
486,Stacey,Schwartz,danny12@example.org,985.799.9333,dallas,2025-03-03,
487,Jessica,Hays,yhunt@example.org,(287) 486-2824,HOUSTON,11/12/2023,3954 pts
488,LAURA,REYES,donald78@example.com,145.874.4536,San Antonio,11-02-2025,3785
489,CODY,SCHULTZ,hannaalexis@example.net,314.565.1078,AUSTIN,2024-02-28,4931
490,Christopher,Hoffman,,(406) 433-5228,AUSTIN,08-02-2026,3060 pts
491,marissa,bryan,patrickaguilar@example.com,,HOUSTON,2025-09-21,4301
492,brittany,richardson,brandimolina@example.com,(528) 042-9749,AUSTIN,09/21/2024,2879 pts
493,Karla,Clark,samantha81@example.net,272-442-3171,DALLAS,03/13/2024,3743
494,MARIO,FISHER,mary50@example.net,+11887037614,DALLAS,11-07-2024,
495,melissa,may,katherinealexander@example.org,847.615.0286,Dallas,01-02-2026,2557
496,Christina,Sharp,kimberlydavis@example.com,+14906933023,Houston,2023-09-03,861 pts
497,tracie,nelson,itucker@example.org,,SAN ANTONIO,10-12-2023,1794 pts
498,Sarah,Barker,lloydpam@example.org,210.860.4694,DALLAS,2026-01-12,3971 pts
499,jason,brennan,mauricemartin@example.org,679-640-0142,San Antonio,2025-04-29,
500,BRUCE,RIDDLE,smithsheila@example.net,+19372781592,San Antonio,10/23/2024,1371
5630,HAROLD,WRIGHT,steven62@example.com,972.183.7801,San Antonio,2024-06-24,
5350,richard,yoder,,037-486-2570,austin,19-11-2023,3785 pts
5148,Samantha,Holden,dennis41@example.org,(565) 939-1944,Austin,2024-09-17,2128
5133,Tammy,Cross,hallsabrina@example.org,397-912-2754,austin,2024-06-06,2419 pts
5287,brandon,sanders,stacy20@example.com,+18441761052,Austin,04/23/2025,2830
5631,linda,fitzpatrick,kaitlyn67@example.net,+18994301419,Austin,08/02/2023,960
5963,Antonio,Wright,wallison@example.com,,Austin,2026-01-05,2101
5550,BRANDON,BALLARD,anthony67@example.com,+15383639431,Houston,01-07-2024,
5617,brian,evans,james16@example.com,2475227668,Dallas,05/08/2026,3269
5527,ANGELA,COLEMAN,veronica81@example.com,,Austin,2025-04-10,4644
5953,linda,fitzpatrick,kaitlyn67@example.net,+18994301419,Austin,08/02/2023,960
5239,Antonio,Wright,wallison@example.com,,Austin,2026-01-05,2101
5213,Samantha,Holden,dennis41@example.org,(565) 939-1944,Austin,2024-09-17,2128
5112,David,Turner,wdavis@example.org,+17371743802,dallas,2024-11-06,
5166,lauren,mathis,hodgemichael@example.net,(184) 090-5366,DALLAS,2024-07-01,1402
5438,Brian,Moss,lynchcatherine@example.net,(623) 891-9357,AUSTIN,2026-02-23,145 pts
5497,CHERYL,WOOD,jesseberry@example.org,1693227324,SAN ANTONIO,29-12-2023,
5754,jacob,jones,pjackson@example.org,565.199.7036,SAN ANTONIO,26-02-2025,2121 pts
5114,NICOLE,EVANS,valenzuelabianca@example.org,595.932.3623,San Antonio,2023-08-20,1454
5086,MICHAEL,OLIVER,lewisapril@example.net,076-803-1796,Dallas,2024-12-05,
5552,LYNN,BOYLE,laurenross@example.com,552-754-7707,Austin,07/30/2023,138
5245,RICKEY,SCOTT,shanereyes@example.com,+15799837825,austin,02/20/2024,2172 pts
5292,SARAH,WALTON,laurafranklin@example.org,,Houston,30-09-2024,674
5205,THERESA,KIM,blancharddenise@example.net,6965429279,DALLAS,08/11/2024,
5320,CAROLYN,JONES,kharrington@example.org,5691061671,Dallas,2023-09-28,
5892,melvin,thomas,alyssa37@example.org,,Houston,2026-02-27,4692 pts
5788,Briana,Pope,hlewis@example.net,656.855.3113,Austin,30-05-2026,1304
5182,John,Hernandez,smithgregory@example.org,+15941061615,San Antonio,2024-12-24,940
5025,ANGELA,COLEMAN,veronica81@example.com,,Austin,2025-04-10,4644
5964,CHERYL,WOOD,jesseberry@example.org,1693227324,SAN ANTONIO,29-12-2023,
